Year,Facility Number,Facility Name,Begin Date,End Date,County Name,Type of Control,Income Statement Item,Income Statement Amount,Amount per Adjusted Patient Day
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,GR_PT_REV,869494350,8031
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,DED_REV_PLUS_DSH,664707837,6140
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,TOT_CAP_REV,0,0
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,NET_REV_LESS_DSH,204786513,1892
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,OTH_OP_REV,1813715,17
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,TOT_OP_EXP,207757753,1919
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,NET_OP_LESS_DSH,-1157525,-11
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,NONOP_REV,2148228,20
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,NONOP_EXP,1283870,12
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,INC_TAX,0,0
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,EXT_ITEM,0,0
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,NET_INC_LESS_DSH,-293167,-3
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,1/1/2011,12/31/2011,Kings,Non-Profit,OPERATING_MARGIN,-0.56,
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,GR_PT_REV,1189816316,14286
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,DED_REV_PLUS_DSH,1000483104,12013
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,TOT_CAP_REV,7203563,86
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,NET_REV_LESS_DSH,196536775,2360
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,OTH_OP_REV,921671,11
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,TOT_OP_EXP,193100382,2319
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,NET_OP_LESS_DSH,4358064,52
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,NONOP_REV,128289,2
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,NONOP_EXP,19058,0
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,INC_TAX,0,0
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,EXT_ITEM,0,0
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,NET_INC_LESS_DSH,4467295,54
2011,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2010,6/30/2011,Orange,Investor,OPERATING_MARGIN,2.21,
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,GR_PT_REV,944474238,5569
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,DED_REV_PLUS_DSH,513430891,3027
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,TOT_CAP_REV,0,0
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,NET_REV_LESS_DSH,431043347,2542
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,OTH_OP_REV,38968063,230
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,TOT_OP_EXP,481271109,2838
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,NET_OP_LESS_DSH,-11259699,-66
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,NONOP_REV,127408832,751
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,NONOP_EXP,108533,1
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,INC_TAX,0,0
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,EXT_ITEM,0,0
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,NET_INC_LESS_DSH,116040600,684
2011,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2010,6/30/2011,Alameda,City/County,OPERATING_MARGIN,-2.4,
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,GR_PT_REV,244187944,5311
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,DED_REV_PLUS_DSH,186278943,4052
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,TOT_CAP_REV,0,0
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,NET_REV_LESS_DSH,57909001,1260
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,OTH_OP_REV,127016,3
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,TOT_OP_EXP,67235312,1462
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,NET_OP_LESS_DSH,-9199295,-200
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,NONOP_REV,7770436,169
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,NONOP_EXP,0,0
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,INC_TAX,0,0
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,EXT_ITEM,0,0
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,NET_INC_LESS_DSH,-1428859,-31
2011,106010735,ALAMEDA HOSPITAL,7/1/2010,6/30/2011,Alameda,District,OPERATING_MARGIN,-15.85,
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,GR_PT_REV,362983409,8763
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,DED_REV_PLUS_DSH,303685838,7331
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,TOT_CAP_REV,15381921,371
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,NET_REV_LESS_DSH,74679492,1803
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,OTH_OP_REV,7766106,187
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,TOT_OP_EXP,81796644,1975
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,NET_OP_LESS_DSH,648954,16
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,NONOP_REV,9948514,240
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,NONOP_EXP,0,0
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,INC_TAX,0,0
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,EXT_ITEM,0,0
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,NET_INC_LESS_DSH,10597468,256
2011,106190017,ALHAMBRA HOSPITAL,7/1/2010,6/30/2011,Los Angeles,Investor,OPERATING_MARGIN,0.79,
2011,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2011,12/31/2011,Alameda,Non-Profit,GR_PT_REV,2152897304,12458
2011,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2011,12/31/2011,Alameda,Non-Profit,DED_REV_PLUS_DSH,1555586219,9002
2011,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2011,12/31/2011,Alameda,Non-Profit,TOT_CAP_REV,0,0
