Year,Facility Number,Facility Name,Begin Date,End Date,County Name,Type of Control,Income Statement Item,Income Statement Amount,Amount per Adjusted Patient Day
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,GR_PT_REV,46591128,2005
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,DED_REV_PLUS_DSH,2418315,104
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,TOT_CAP_REV,0,0
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,NET_REV_LESS_DSH,44172813,1901
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,OTH_OP_REV,0,0
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,TOT_OP_EXP,46591128,2005
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,NET_OP_LESS_DSH,-2418315,-104
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,NONOP_REV,2418315,104
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,NONOP_EXP,0,0
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,INC_TAX,0,0
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,EXT_ITEM,0,0
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,NET_INC_LESS_DSH,0,0
2009,106431013,AGNEWS STATE HOSPITAL,7/1/2008,6/30/2009,Santa Clara,State,OPERATING_MARGIN,-5.47,
2009,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Orange,Investor,GR_PT_REV,832536131,11141
2009,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Orange,Investor,DED_REV_PLUS_DSH,669984912,8966
2009,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Orange,Investor,TOT_CAP_REV,13948476,187
2009,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Orange,Investor,NET_REV_LESS_DSH,176499695,2362
